Appendage,Gene,Name,Category,LFC_sex,padj_sex,Sex_bias,LFC_mating,padj_mating,GO_Domain,GO_Name,Chemosensory_family,Dmel_hit,Dmel_gene_symbol,Dmel_protein_description,Dmel_evalue,Dmel_pct_aa_identity,Dmel_query_coverage_pct,Dmel_bitscore,NCBI_gene_name
Maxillary palp,XM_038047254.1,guanyl-specific ribonuclease pgl-1-like,Sex-dimorphic only,-1.055959697,2.41e-08,Male-biased,-0.244015356,0.321342724,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,guanyl-specific ribonuclease pgl-1-like
Maxillary palp,XM_038047255.1,guanyl-specific ribonuclease pgl-1-like,Sex-dimorphic only,-1.055959697,2.41e-08,Male-biased,-0.244015356,0.321342724,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,guanyl-specific ribonuclease pgl-1-like
Maxillary palp,XM_038070979.1,uncharacterized LOC119661580,Sex-and-mating-regulated: direction reinforced by mating,-1.054829419,3.33e-07,Male-biased,-1.459456253,1.08418784077867e-08,Unknown,Unknown,NA,TRUE,NP_724625.1| uncharacterized protein Dmel_CG30380,NP_724625.1| uncharacterized protein Dmel_CG30380,4.18e-43,68.6,56,139.8,uncharacterized LOC119661580
Maxillary palp,XM_038063880.1,major royal jelly protein 1-like,Sex-dimorphic only,-1.052171317,1.19e-23,Male-biased,-0.065321786,0.789973137,Unknown,Unknown,NA,TRUE,ACX30039.1| MIP14536p,"ACX30039.1| MIP14536p, partial",3.32e-119,42.6,68.1,362.8,major royal jelly protein 1-like
Maxillary palp,XM_038063884.1,major royal jelly protein 1-like,Sex-dimorphic only,-1.052171317,1.19e-23,Male-biased,-0.065321786,0.789973137,Unknown,Unknown,NA,TRUE,ACX30039.1| MIP14536p,"ACX30039.1| MIP14536p, partial",2.16e-121,44.3,67.7,367.9,major royal jelly protein 1-like
Maxillary palp,XM_038069148.1,trichohyalin,Sex-dimorphic only,1.045140731,1.65e-08,Female-biased,-0.114006229,0.624215406,Unknown,Unknown,NA,TRUE,NP_001285899.1| uncharacterized protein Dmel_CG7110,"NP_001285899.1| uncharacterized protein Dmel_CG7110, isoform C",9.62e-74,31.7,75.7,256.9,trichohyalin
Maxillary palp,XM_038067256.1,uncharacterized LOC119659263,Sex-and-mating-regulated: direction reinforced by mating,-1.040191798,2.06e-11,Male-biased,-1.622059332,9.35973485993327e-14,Unknown,Unknown,NA,TRUE,NP_649785.1| uncharacterized protein Dmel_CG11693,"NP_649785.1| uncharacterized protein Dmel_CG11693, isoform A",4.59e-34,56.5,60.6,127.5,uncharacterized LOC119659263
Maxillary palp,XM_038057228.1,omega-amidase NIT2-like,Sex-dimorphic only,-1.030992568,2.46e-37,Male-biased,-0.602014734,1.26760447209511e-12,Unknown,Unknown,NA,TRUE,NP_649888.1| uncharacterized protein Dmel_CG8132,NP_649888.1| uncharacterized protein Dmel_CG8132,2.45e-96,47.3,80,288.5,omega-amidase NIT2-like
Maxillary palp,XM_038056941.1,SPEG neighbor protein-like,Sex-dimorphic only,1.03079515,6.81e-07,Female-biased,0.481632955,0.008484284,Unknown,Unknown,NA,TRUE,NP_001163838.2| defective proboscis extension response 21,NP_001163838.2| defective proboscis extension response 21,1.76e-95,62.4,39.8,292.4,SPEG neighbor protein-like
Maxillary palp,XM_038056942.1,SPEG neighbor protein-like,Sex-dimorphic only,1.03079515,6.81e-07,Female-biased,0.481632955,0.008484284,Unknown,Unknown,NA,TRUE,NP_001163838.2| defective proboscis extension response 21,NP_001163838.2| defective proboscis extension response 21,1.76e-95,62.4,39.8,292.4,SPEG neighbor protein-like
Maxillary palp,XM_038056943.1,SPEG neighbor protein-like,Sex-dimorphic only,1.03079515,6.81e-07,Female-biased,0.481632955,0.008484284,Unknown,Unknown,NA,TRUE,NP_001163838.2| defective proboscis extension response 21,NP_001163838.2| defective proboscis extension response 21,9.21e-96,62.4,41.6,292.4,SPEG neighbor protein-like
Maxillary palp,XM_038056944.1,SPEG neighbor protein-like,Sex-dimorphic only,1.03079515,6.81e-07,Female-biased,0.481632955,0.008484284,Unknown,Unknown,NA,TRUE,NP_001163838.2| defective proboscis extension response 21,NP_001163838.2| defective proboscis extension response 21,2.20e-96,56.8,45.8,294.7,SPEG neighbor protein-like
Maxillary palp,XM_038067718.1,CSP5,Sex-dimorphic only,-1.012997732,6.35e-44,Male-biased,-0.770680977,5.53828308242199e-13,Unknown,Unknown,Csp,TRUE,NP_001286870.1| pherokine 3,"NP_001286870.1| pherokine 3, isoform B",1.96e-21,34.2,17.2,91.3,uncharacterized LOC119659567
Maxillary palp,XM_038049822.1,protein giant-lens,Sex-dimorphic only,-1.011990345,1.05e-22,Male-biased,-0.137705581,0.495315931,Unknown,Unknown,NA,TRUE,NP_524107.2| argos,NP_524107.2| argos,2.85e-122,54.8,47,372.5,protein giant-lens
Maxillary palp,XM_038053685.1,uncharacterized LOC119650699,Sex-dimorphic only,-1.010013688,8.01e-27,Male-biased,-0.266408749,0.042149709,Unknown,Unknown,NA,TRUE,NP_001260263.1| uncharacterized protein Dmel_CG17834,"NP_001260263.1| uncharacterized protein Dmel_CG17834, isoform E",8.81e-107,50.3,35.9,340.5,uncharacterized LOC119650699
Maxillary palp,XM_038070076.1,uncharacterized LOC119660989,Sex-and-mating-regulated: direction reversed by mating,1.003034652,0.000190688,Female-biased,-1.20522743,1.14430478646974e-06,Unknown,Unknown,NA,FALSE,,BLAST error: <urlopen error [Errno 101] Network is unreachable>,,,,,uncharacterized LOC119660989
Maxillary palp,XM_038051907.1,cell wall protein DAN4,Sex-dimorphic only,1.002785851,2.96e-05,Female-biased,0.582821165,0.001928552,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cell wall protein DAN4
Maxillary palp,XM_038046894.1,uncharacterized LOC119646443,Mating-regulated only,0.576887614,0.117122935,NA,-1.219967032,0.000390685,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119646443
Maxillary palp,XM_038047257.1,uncharacterized LOC119646693,Mating-regulated only,-0.932544881,2.32e-07,NA,1.004132669,1.33759977180448e-08,Unknown,Unknown,NA,TRUE,NP_001027448.1| juvenile hormone binding protein 10,NP_001027448.1| juvenile hormone binding protein 10,2.53e-60,44.2,54.2,198.7,uncharacterized LOC119646693
Maxillary palp,XM_038047781.1,adult cuticle protein 1-like,Mating-regulated only,-2.277869458,0.004287879,NA,-3.715712289,1.90578928198842e-20,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,3.77e-16,42.8,66.5,73.2,adult cuticle protein 1-like
Maxillary palp,XM_038047782.1,adult cuticle protein 1-like,Mating-regulated only,-1.839107863,0.192337399,NA,-4.910152955,7.13930481648648e-12,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,3.78e-16,42.8,64.7,73.2,adult cuticle protein 1-like
Maxillary palp,XM_038048445.1,collagen alpha-1(I) chain-like,Mating-regulated only,0.562141366,0.00177313,NA,-1.892066925,6.24158363640094e-70,Unknown,Unknown,NA,TRUE,NP_647902.1| uncharacterized protein Dmel_CG15021,NP_647902.1| uncharacterized protein Dmel_CG15021,2.48e-06,81.5,2.1,52.4,collagen alpha-1(I) chain-like
Maxillary palp,XM_038048569.1,uncharacterized LOC119647564,Mating-regulated only,-0.182904665,0.543074415,NA,-1.027739527,3.65114952490996e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119647564
Maxillary palp,XM_038048579.1,uncharacterized LOC119647564,Mating-regulated only,-0.15378962,0.618317696,NA,-1.063083893,2.12752792250088e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119647564
Maxillary palp,XM_038048594.1,uncharacterized LOC119647564,Mating-regulated only,0.001217077,0.996823569,NA,-1.128031064,5.48773630086848e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119647564
Maxillary palp,XM_038048780.1,uncharacterized LOC119647697,Mating-regulated only,0.523484141,0.418839939,NA,-3.411531104,2.27573980332059e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119647697
Maxillary palp,XM_038048845.1,uncharacterized LOC119647735,Mating-regulated only,-0.670452342,0.104611243,NA,1.297380738,5.25841352958742e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119647735
Maxillary palp,XM_038048962.1,uncharacterized LOC119647780,Mating-regulated only,0.926298099,0.217426408,NA,1.398794871,0.000270055,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119647780
Maxillary palp,XM_038049307.1,proline-rich extensin-like protein EPR1,Mating-regulated only,-0.86044183,2.21e-05,NA,-1.614646265,2.07374374728579e-23,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,proline-rich extensin-like protein EPR1
Maxillary palp,XM_038049308.1,proline-rich extensin-like protein EPR1,Mating-regulated only,-0.86044183,2.21e-05,NA,-1.614646265,2.07374374728579e-23,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,proline-rich extensin-like protein EPR1
Maxillary palp,XM_038049925.1,cuticle protein-like,Mating-regulated only,-0.854852901,9.13e-24,NA,-3.034842372,4.32209038890724e-222,Unknown,Unknown,NA,TRUE,NP_648870.1| uncharacterized protein Dmel_CG13042,NP_648870.1| uncharacterized protein Dmel_CG13042,8.48e-25,54.7,37.5,95.9,cuticle protein-like
Maxillary palp,XM_038050179.1,mucin-2-like,Mating-regulated only,-0.898295836,0.023398991,NA,-3.511812352,4.15135062159945e-25,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,mucin-2-like
Maxillary palp,XM_038050184.1,glycine-rich cell wall structural protein 1.0-like,Mating-regulated only,-0.915155933,5.51e-08,NA,-1.096433146,5.5161990676569e-08,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,glycine-rich cell wall structural protein 1.0-like
Maxillary palp,XM_038050267.1,keratin-associated protein 6-2-like,Mating-regulated only,1.027448456,0.001212081,NA,-1.134556289,0.000747758,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,keratin-associated protein 6-2-like
Maxillary palp,XM_038050611.1,retinin-like,Mating-regulated only,-0.100569216,0.846050065,NA,-1.425834473,4.05503744111676e-07,Unknown,Unknown,NA,TRUE,NP_648870.1| uncharacterized protein Dmel_CG13042,NP_648870.1| uncharacterized protein Dmel_CG13042,6.42e-26,52.6,55.8,97.4,retinin-like
Maxillary palp,XM_038050843.1,uncharacterized LOC119648930,Mating-regulated only,0.620453239,0.001543718,NA,1.039294556,6.29316621627407e-06,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119648930
Maxillary palp,XM_038050979.1,uncharacterized LOC119649024,Mating-regulated only,-0.125962269,0.664852365,NA,-1.894258252,2.42607313510526e-15,Unknown,Unknown,NA,TRUE,ABC86453.1| IP05345p,"ABC86453.1| IP05345p, partial",1.36e-08,38.4,62.9,51.6,uncharacterized LOC119649024
Maxillary palp,XM_038051204.1,cuticle protein 19.8-like,Mating-regulated only,-0.179113396,0.739087158,NA,-4.177101716,2.32431266026822e-18,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cuticle protein 19.8-like
Maxillary palp,XM_038051273.1,uncharacterized LOC119649215,Mating-regulated only,-0.107432636,0.746934521,NA,-1.115206144,1.43492926589192e-05,Unknown,Unknown,NA,TRUE,NP_648870.1| uncharacterized protein Dmel_CG13042,NP_648870.1| uncharacterized protein Dmel_CG13042,2.41e-22,54.7,52.2,87,uncharacterized LOC119649215
Maxillary palp,XM_038051282.1,uncharacterized LOC119649223,Mating-regulated only,1.686741697,0.018992114,NA,-4.016805573,7.00081130423198e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649223
Maxillary palp,XM_038051373.1,uncharacterized LOC119649282,Mating-regulated only,0.109474549,0.724690153,NA,-1.116566875,4.88931780467945e-07,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649282
Maxillary palp,XM_038051384.1,uncharacterized LOC119649290,Mating-regulated only,0.464029923,0.579067631,NA,-3.44128729,0.000484143,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649290
Maxillary palp,XM_038051515.1,uncharacterized LOC119649394,Mating-regulated only,1.723690814,0.020068909,NA,-2.117709594,0.000178353,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649394
Maxillary palp,XM_038051914.1,uncharacterized LOC119649658,Mating-regulated only,0.479666446,0.43465957,NA,1.269859472,3.15548903487686e-05,Unknown,Unknown,NA,TRUE,AAY54982.1| IP06589p,"AAY54982.1| IP06589p, partial",2.12e-12,28.6,55.3,64.7,uncharacterized LOC119649658
Maxillary palp,XM_038052372.1,prostatic acid phosphatase,Mating-regulated only,-0.426313395,0.001332269,NA,1.09238056,6.7713201247924e-40,Unknown,Unknown,NA,TRUE,NP_001137976.1| uncharacterized protein Dmel_CG9449,"NP_001137976.1| uncharacterized protein Dmel_CG9449, isoform F",6.62e-161,57,49.8,474.6,prostatic acid phosphatase
Maxillary palp,XM_038052399.1,uncharacterized PE-PGRS family protein PE_PGRS54-like,Mating-regulated only,-0.745611758,3.91e-05,NA,-1.66912909,3.37661435212243e-20,Unknown,Unknown,NA,TRUE,NP_001261905.1| uncharacterized protein Dmel_CG17032,"NP_001261905.1| uncharacterized protein Dmel_CG17032, isoform B",7.74e-11,43,28.3,63.5,uncharacterized PE-PGRS family protein PE_PGRS54-like
Maxillary palp,XM_038053145.1,uncharacterized LOC119650387,Mating-regulated only,0.5684616,0.071656836,NA,1.283189048,4.43324331117602e-07,Unknown,Unknown,NA,TRUE,NP_649403.1| uncharacterized protein Dmel_CG14456,"NP_649403.1| uncharacterized protein Dmel_CG14456, isoform A",2.06e-29,31.7,69.6,110.5,uncharacterized LOC119650387
Maxillary palp,XM_038053146.1,uncharacterized LOC119650387,Mating-regulated only,0.5684616,0.071656836,NA,1.283189048,4.43324331117602e-07,Unknown,Unknown,NA,TRUE,NP_649403.1| uncharacterized protein Dmel_CG14456,"NP_649403.1| uncharacterized protein Dmel_CG14456, isoform A",1.21e-29,31.7,75.5,110.5,uncharacterized LOC119650387
Maxillary palp,XM_038053147.1,uncharacterized LOC119650388,Mating-regulated only,0.216189957,0.756445913,NA,1.449985024,0.000646467,Unknown,Unknown,NA,TRUE,NP_649402.2| uncharacterized protein Dmel_CG14455,NP_649402.2| uncharacterized protein Dmel_CG14455,5.02e-53,41.7,72.6,171,uncharacterized LOC119650388
Maxillary palp,XM_038054803.1,"succinate dehydrogenase assembly factor 4, mitochondrial-like",Mating-regulated only,-1.063641659,0.008912616,NA,1.304025055,8.73101871264338e-12,Unknown,Unknown,NA,TRUE,NP_001285734.1| Starvation-upregulated protein,"NP_001285734.1| Starvation-upregulated protein, isoform C",5.15e-38,76.3,33,129.4,"succinate dehydrogenase assembly factor 4, mitochondrial-like"
Maxillary palp,XM_038054849.1,uncharacterized LOC119651318,Mating-regulated only,-0.83678403,3.25e-07,NA,-1.286629817,2.67422825307607e-14,Unknown,Unknown,NA,TRUE,NP_001097731.1| uncharacterized protein Dmel_CG12947,NP_001097731.1| uncharacterized protein Dmel_CG12947,1.29e-94,66.5,42,292.7,uncharacterized LOC119651318
Maxillary palp,XM_038054850.1,uncharacterized LOC119651318,Mating-regulated only,-0.83678403,3.25e-07,NA,-1.286629817,2.67422825307607e-14,Unknown,Unknown,NA,TRUE,NP_001097731.1| uncharacterized protein Dmel_CG12947,NP_001097731.1| uncharacterized protein Dmel_CG12947,7.06e-95,66.5,43.9,292.7,uncharacterized LOC119651318
Maxillary palp,XM_038054851.1,uncharacterized LOC119651318,Mating-regulated only,-0.83678403,3.25e-07,NA,-1.286629817,2.67422825307607e-14,Unknown,Unknown,NA,TRUE,NP_001097731.1| uncharacterized protein Dmel_CG12947,NP_001097731.1| uncharacterized protein Dmel_CG12947,6.46e-95,51.7,62.8,293.1,uncharacterized LOC119651318
Maxillary palp,XM_038055945.1,uncharacterized LOC119652011,Mating-regulated only,-0.330456687,0.787163188,NA,2.156228427,1.64881017370536e-05,Unknown,Unknown,NA,TRUE,NP_001027393.1| uncharacterized protein Dmel_CG33919,NP_001027393.1| uncharacterized protein Dmel_CG33919,1.90e-15,30.2,80.8,72,uncharacterized LOC119652011
Maxillary palp,XM_038056230.1,putative defense protein Hdd11-like,Mating-regulated only,-0.892988124,4.5e-21,NA,-1.458562028,2.10636941577129e-80,Unknown,Unknown,NA,TRUE,NP_001285930.1| lethal (2) 34Fc,"NP_001285930.1| lethal (2) 34Fc, isoform B",1.03e-19,33.9,61.6,84.3,putative defense protein Hdd11-like
Maxillary palp,XM_038056294.1,uncharacterized LOC119652296,Mating-regulated only,-1.037814427,0.001806367,NA,-3.03126902,6.7482476032067e-15,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652296
Maxillary palp,XM_038056492.1,uncharacterized LOC119652391,Mating-regulated only,-0.695557562,2.62e-18,NA,-1.086268198,6.83593008524423e-66,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652391
Maxillary palp,XM_038056494.1,uncharacterized LOC119652391,Mating-regulated only,-0.69502558,2.13e-18,NA,-1.089807953,3.44583267272441e-66,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652391
Maxillary palp,XM_038056495.1,uncharacterized LOC119652391,Mating-regulated only,-0.695557562,2.62e-18,NA,-1.086268198,6.83593008524423e-66,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652391
Maxillary palp,XM_038056496.1,uncharacterized LOC119652391,Mating-regulated only,-0.695557562,2.62e-18,NA,-1.086268198,6.83593008524423e-66,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652391
Maxillary palp,XM_038056497.1,uncharacterized LOC119652391,Mating-regulated only,-0.705239931,1.65e-24,NA,-1.036377989,2.19693614010857e-60,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652391
Maxillary palp,XM_038056688.1,larval cuticle protein F1-like,Mating-regulated only,0.626318492,0.434699814,NA,-5.267160095,4.64974392848366e-88,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,larval cuticle protein F1-like
Maxillary palp,XM_038056689.1,A-kinase anchor protein 14-like,Mating-regulated only,0.640536447,0.075881008,NA,-4.999865166,6.45924947349108e-77,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,A-kinase anchor protein 14-like
Maxillary palp,XM_038056690.1,A-kinase anchor protein 14-like,Mating-regulated only,0.94661186,0.155259827,NA,-5.035173526,1.94247343651586e-120,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,A-kinase anchor protein 14-like
Maxillary palp,XM_038056692.1,A-kinase anchor protein 14-like,Mating-regulated only,0.724355649,0.313111563,NA,-4.947266622,1.53699986352178e-139,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,A-kinase anchor protein 14-like
Maxillary palp,XM_038056693.1,uncharacterized LOC119652504,Mating-regulated only,-0.621162548,0.019197637,NA,-4.626396298,3.06105921388815e-106,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652504
Maxillary palp,XM_038056735.1,mycosubtilin synthase subunit C,Mating-regulated only,-0.368836139,0.000950563,NA,-1.175853086,1.28009055716544e-22,Unknown,Unknown,NA,TRUE,ABO27260.1| ebony,ABO27260.1| ebony,0.00e+00,60.3,80.6,1097,mycosubtilin synthase subunit C
Maxillary palp,XM_038059914.1,glycine-rich cell wall structural protein 1.8-like,Mating-regulated only,-1.248347756,0.049409772,NA,-1.886303676,4.63427668449694e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,glycine-rich cell wall structural protein 1.8-like
Maxillary palp,XM_038060395.1,uncharacterized LOC119654827,Mating-regulated only,-0.191204455,0.763779929,NA,-4.464807053,2.84234422311975e-20,Unknown,Unknown,NA,TRUE,NP_569907.1| uncharacterized protein Dmel_CG14770,NP_569907.1| uncharacterized protein Dmel_CG14770,1.76e-28,76.6,27.7,105.9,uncharacterized LOC119654827
Maxillary palp,XM_038061097.1,uncharacterized LOC119655278,Mating-regulated only,-0.091994178,0.805483724,NA,1.345162322,5.06253631276524e-09,Unknown,Unknown,NA,TRUE,NP_001188920.1| uncharacterized protein Dmel_CG42808,NP_001188920.1| uncharacterized protein Dmel_CG42808,2.26e-41,52,48.8,142.5,uncharacterized LOC119655278
Maxillary palp,XM_038062428.1,uncharacterized LOC119656111,Mating-regulated only,-0.105660848,0.620804687,NA,1.350123391,2.82239482689344e-37,Unknown,Unknown,NA,TRUE,NP_573108.2| uncharacterized protein Dmel_CG12507,NP_573108.2| uncharacterized protein Dmel_CG12507,1.87e-21,48,22.4,95.9,uncharacterized LOC119656111
Maxillary palp,XM_038062888.1,zinc finger protein 512B-like,Mating-regulated only,-0.932510205,0.117274191,NA,-2.182838882,2.07175342642919e-49,Unknown,Unknown,NA,TRUE,NP_609690.1| Vajk3,NP_609690.1| Vajk3,5.53e-16,36.2,55.5,77,zinc finger protein 512B-like
Maxillary palp,XM_038063122.1,dentin sialophosphoprotein,Mating-regulated only,-0.900141505,9.8e-09,NA,-1.657660176,2.64627468845064e-54,Unknown,Unknown,NA,TRUE,NP_001245596.1| uncharacterized protein Dmel_CG32694,"NP_001245596.1| uncharacterized protein Dmel_CG32694, isoform F",9.17e-35,38.3,35.9,134,dentin sialophosphoprotein
Maxillary palp,XM_038063124.1,dentin sialophosphoprotein,Mating-regulated only,-0.899024069,9.31e-09,NA,-1.652953657,1.552368604854e-53,Unknown,Unknown,NA,TRUE,NP_001245596.1| uncharacterized protein Dmel_CG32694,"NP_001245596.1| uncharacterized protein Dmel_CG32694, isoform F",6.87e-35,38.3,37.4,134,dentin sialophosphoprotein
Maxillary palp,XM_038063125.1,dentin sialophosphoprotein,Mating-regulated only,-0.850284746,0.00025701,NA,-1.249812827,1.12685027776087e-18,Unknown,Unknown,NA,TRUE,NP_727382.1| uncharacterized protein Dmel_CG32694,"NP_727382.1| uncharacterized protein Dmel_CG32694, isoform E",5.62e-25,41.1,29.4,102.4,dentin sialophosphoprotein
Maxillary palp,XM_038063126.1,dentin sialophosphoprotein,Mating-regulated only,-0.899958202,9.68e-09,NA,-1.657660176,2.64627468845064e-54,Unknown,Unknown,NA,TRUE,NP_001245596.1| uncharacterized protein Dmel_CG32694,"NP_001245596.1| uncharacterized protein Dmel_CG32694, isoform F",6.02e-73,44.2,61,233.4,dentin sialophosphoprotein
Maxillary palp,XM_038063785.1,protein starmaker-like,Mating-regulated only,-0.021513797,1,NA,7.631993814,2.63392946580582e-08,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,protein starmaker-like
Maxillary palp,XM_038064278.1,uncharacterized LOC119657392,Mating-regulated only,-0.55357219,0.001007013,NA,-1.863784348,3.28734003580215e-49,Unknown,Unknown,NA,TRUE,NP_001245595.1| uncharacterized protein Dmel_CG43386,"NP_001245595.1| uncharacterized protein Dmel_CG43386, isoform D",3.44e-40,46.5,40.4,144.4,uncharacterized LOC119657392
Maxillary palp,XM_038064279.1,uncharacterized LOC119657392,Mating-regulated only,-0.553152336,0.001032322,NA,-1.864601981,7.76932908361572e-50,Unknown,Unknown,NA,TRUE,NP_001245595.1| uncharacterized protein Dmel_CG43386,"NP_001245595.1| uncharacterized protein Dmel_CG43386, isoform D",3.10e-40,46.5,40.9,144.4,uncharacterized LOC119657392
Maxillary palp,XM_038064280.1,uncharacterized LOC119657392,Mating-regulated only,-0.535132794,0.001133451,NA,-1.802390248,1.66318613420464e-51,Unknown,Unknown,NA,TRUE,NP_001245595.1| uncharacterized protein Dmel_CG43386,"NP_001245595.1| uncharacterized protein Dmel_CG43386, isoform D",1.11e-39,46.5,34.6,144.4,uncharacterized LOC119657392
Maxillary palp,XM_038064281.1,uncharacterized LOC119657392,Mating-regulated only,-0.552960252,0.001060776,NA,-1.86343688,3.35350125811049e-49,Unknown,Unknown,NA,TRUE,NP_001245595.1| uncharacterized protein Dmel_CG43386,"NP_001245595.1| uncharacterized protein Dmel_CG43386, isoform D",3.10e-40,46.5,40.9,144.4,uncharacterized LOC119657392
Maxillary palp,XM_038064282.1,uncharacterized LOC119657392,Mating-regulated only,-0.553423874,0.001032322,NA,-1.862729567,2.87161953454424e-49,Unknown,Unknown,NA,TRUE,NP_001245595.1| uncharacterized protein Dmel_CG43386,"NP_001245595.1| uncharacterized protein Dmel_CG43386, isoform D",2.79e-40,46.5,41.5,144.4,uncharacterized LOC119657392
Maxillary palp,XM_038064283.1,uncharacterized LOC119657392,Mating-regulated only,-0.535799708,0.001327578,NA,-1.797177938,1.91830304156214e-47,Unknown,Unknown,NA,TRUE,NP_572593.2| uncharacterized protein Dmel_CG43386,"NP_572593.2| uncharacterized protein Dmel_CG43386, isoform B",4.66e-16,50.6,24.1,75.5,uncharacterized LOC119657392
Maxillary palp,XM_038064284.1,uncharacterized LOC119657392,Mating-regulated only,-0.535799708,0.001327578,NA,-1.796015307,7.12635805766891e-48,Unknown,Unknown,NA,TRUE,NP_572593.2| uncharacterized protein Dmel_CG43386,"NP_572593.2| uncharacterized protein Dmel_CG43386, isoform B",1.12e-17,40.1,42.6,79.3,uncharacterized LOC119657392
Maxillary palp,XM_038064577.1,cuticle protein 16.5,Mating-regulated only,-0.837673733,0.004925664,NA,-1.959090493,9.59701989454852e-07,Unknown,Unknown,NA,TRUE,NP_001138218.1| uncharacterized protein Dmel_CG42323,"NP_001138218.1| uncharacterized protein Dmel_CG42323, isoform C",3.39e-24,61.7,24.5,96.7,cuticle protein 16.5
Maxillary palp,XM_038065337.1,glycine-rich cell wall structural protein-like,Mating-regulated only,0.713977527,0.096759647,NA,-2.915925288,1.2444188525402e-26,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,glycine-rich cell wall structural protein-like
Maxillary palp,XM_038066939.1,uncharacterized LOC119659039,Mating-regulated only,0.128815212,0.739087158,NA,1.111305164,1.4269470316905e-08,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119659039
Maxillary palp,XM_038067278.1,uncharacterized LOC119659273,Mating-regulated only,-0.189204253,0.749397338,NA,-2.774046167,1.74238671511513e-10,Unknown,Unknown,NA,TRUE,NP_649785.1| uncharacterized protein Dmel_CG11693,"NP_649785.1| uncharacterized protein Dmel_CG11693, isoform A",5.11e-34,58.1,59.9,127.5,uncharacterized LOC119659273
Maxillary palp,XM_038067706.1,adult cuticle protein 1-like,Mating-regulated only,-2.026580831,0.022118699,NA,-3.758645467,1.48985262264602e-19,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,4.04e-17,44.1,64,75.9,adult cuticle protein 1-like
Maxillary palp,XM_038067733.1,uncharacterized protein CG45076-like,Mating-regulated only,1.358646378,0.067107375,NA,-3.485132144,1.34621273058548e-05,Unknown,Unknown,NA,TRUE,NP_001246985.1| uncharacterized protein Dmel_CG11693,"NP_001246985.1| uncharacterized protein Dmel_CG11693, isoform B",1.96e-30,54.5,59,118.2,uncharacterized protein CG45076-like
