Tree_ID,Original_FASTA_ID,Hill_ID,Transcript_ID,Species,Species_code,Gene_symbol,Family,Protein_accession,Accession_ID,NCBI_description,Database_source
HillOR128,OR128,HillOR128,XM_038061701.1,Hermetia illucens,Hill,OR128,OR,XP_037903622.1,XM_038061701.1,Odorant receptor OR128 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR132,OR132,HillOR132,XM_038061711.1,Hermetia illucens,Hill,OR132,OR,XP_037917639.1,XM_038061711.1,Odorant receptor OR132 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR129,OR129,HillOR129,XM_038061718.1,Hermetia illucens,Hill,OR129,OR,XP_037917646.1,XM_038061718.1,Odorant receptor OR129 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR130,OR130,HillOR130,XM_038061726.1,Hermetia illucens,Hill,OR130,OR,XP_037917654.1,XM_038061726.1,Odorant receptor OR130 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR156,OR156,HillOR156,XM_038062037.1,Hermetia illucens,Hill,OR156,OR,XP_037917965.1,XM_038062037.1,Odorant receptor OR156 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR84,OR84,HillOR84,XM_038062091.1,Hermetia illucens,Hill,OR84,OR,XP_037918019.1,XM_038062091.1,Odorant receptor OR84 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR36,OR36,HillOR36,XM_038062093.1,Hermetia illucens,Hill,OR36,OR,XP_037918021.1,XM_038062093.1,Odorant receptor OR36 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR112,OR112,HillOR112,XM_038062292.1,Hermetia illucens,Hill,OR112,OR,XP_037918220.1,XM_038062292.1,Odorant receptor OR112 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR124,OR124,HillOR124,XM_038062448.1,Hermetia illucens,Hill,OR124,OR,XP_037918376.1,XM_038062448.1,Odorant receptor OR124 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR127,OR127,HillOR127,XM_038062449.1,Hermetia illucens,Hill,OR127,OR,XP_037918377.1,XM_038062449.1,Odorant receptor OR127 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR53,OR53,HillOR53,XM_038062544.1,Hermetia illucens,Hill,OR53,OR,XP_037918472.1,XM_038062544.1,Odorant receptor OR53 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR15,OR15,HillOR15,XM_038062627.1,Hermetia illucens,Hill,OR15,OR,XP_037918555.1,XM_038062627.1,Odorant receptor OR15 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR17,OR17,HillOR17,XM_038062629.1,Hermetia illucens,Hill,OR17,OR,XP_037918557.1,XM_038062629.1,Odorant receptor OR17 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR161,OR161,HillOR161,XM_038062659.1,Hermetia illucens,Hill,OR161,OR,XP_037918587.1,XM_038062659.1,Odorant receptor OR161 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR25,OR25,HillOR25,XM_038062674.1,Hermetia illucens,Hill,OR25,OR,XP_037918602.1,XM_038062674.1,Odorant receptor OR25 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR123,OR123,HillOR123,XM_038062748.1,Hermetia illucens,Hill,OR123,OR,XP_037918676.1,XM_038062748.1,Odorant receptor OR123 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR13,OR13,HillOR13,XM_038062757.1,Hermetia illucens,Hill,OR13,OR,XP_037918685.1,XM_038062757.1,Odorant receptor OR13 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR71,OR71,HillOR71,XM_038063054.1,Hermetia illucens,Hill,OR71,OR,XP_037918982.1,XM_038063054.1,Odorant receptor OR71 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR68,OR68,HillOR68,XM_038063065.1,Hermetia illucens,Hill,OR68,OR,XP_037918993.1,XM_038063065.1,Odorant receptor OR68 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR96,OR96,HillOR96,XM_038063076.1,Hermetia illucens,Hill,OR96,OR,XP_037919004.1,XM_038063076.1,Odorant receptor OR96 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR105,OR105,HillOR105,XM_038063089.1,Hermetia illucens,Hill,OR105,OR,XP_037919017.1,XM_038063089.1,Odorant receptor OR105 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR113,OR113,HillOR113,XM_038063099.1,Hermetia illucens,Hill,OR113,OR,XP_037919027.1,XM_038063099.1,Odorant receptor OR113 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR95,OR95,HillOR95,XM_038063110.1,Hermetia illucens,Hill,OR95,OR,XP_037919038.1,XM_038063110.1,Odorant receptor OR95 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR85,OR85,HillOR85,XM_038063123.1,Hermetia illucens,Hill,OR85,OR,XP_037919051.1,XM_038063123.1,Odorant receptor OR85 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR97,OR97,HillOR97,XM_038063133.1,Hermetia illucens,Hill,OR97,OR,XP_037919061.1,XM_038063133.1,Odorant receptor OR97 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR81,OR81,HillOR81,XM_038063145.1,Hermetia illucens,Hill,OR81,OR,XP_037919073.1,XM_038063145.1,Odorant receptor OR81 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR91,OR91,HillOR91,XM_038063157.1,Hermetia illucens,Hill,OR91,OR,XP_037919085.1,XM_038063157.1,Odorant receptor OR91 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR100,OR100,HillOR100,XM_038063446.1,Hermetia illucens,Hill,OR100,OR,XP_037919374.1,XM_038063446.1,Odorant receptor OR100 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR103,OR103,HillOR103,XM_038063447.1,Hermetia illucens,Hill,OR103,OR,XP_037919375.1,XM_038063447.1,Odorant receptor OR103 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR99,OR99,HillOR99,XM_038063448.1,Hermetia illucens,Hill,OR99,OR,XP_037919376.1,XM_038063448.1,Odorant receptor OR99 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR86,OR86,HillOR86,XM_038064616.1,Hermetia illucens,Hill,OR86,OR,XP_037920544.1,XM_038064616.1,Odorant receptor OR86 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR165,OR165,HillOR165,XM_038064880.1,Hermetia illucens,Hill,OR165,OR,XP_037920808.1,XM_038064880.1,Odorant receptor OR165 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR168,OR168,HillOR168,XM_038064941.1,Hermetia illucens,Hill,OR168,OR,XP_037905095.1,XM_038064941.1,Odorant receptor OR168 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR172,OR172,HillOR172,XM_038064943.1,Hermetia illucens,Hill,OR172,OR,XP_037904096.1,XM_038064943.1,Odorant receptor OR172 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR171,OR171,HillOR171,XM_038064944.1,Hermetia illucens,Hill,OR171,OR,XP_037905095.1,XM_038064944.1,Odorant receptor OR171 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR101,OR101,HillOR101,XM_038065362.1,Hermetia illucens,Hill,OR101,OR,XP_037921290.1,XM_038065362.1,Odorant receptor OR101 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR104,OR104,HillOR104,XM_038065486.1,Hermetia illucens,Hill,OR104,OR,XP_037921414.1,XM_038065486.1,Odorant receptor OR104 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR158,OR158,HillOR158,XM_038065514.1,Hermetia illucens,Hill,OR158,OR,XP_037921442.1,XM_038065514.1,Odorant receptor OR158 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillORco2,ORco2,HillORco2,XM_038066018.1,Hermetia illucens,Hill,ORco2,OR,XP_037921946.1,XM_038066018.1,Odorant receptor ORco2 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillORco,ORco,HillORco,XM_038066019.1,Hermetia illucens,Hill,ORco,OR,XP_037921947.1,XM_038066019.1,Odorant receptor ORco [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR200,OR200,HillOR200,XM_038067026.1,Hermetia illucens,Hill,OR200,OR,XP_037922954.1,XM_038067026.1,Odorant receptor OR200 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR199,OR199,HillOR199,XM_038067027.1,Hermetia illucens,Hill,OR199,OR,XP_037922955.1,XM_038067027.1,Odorant receptor OR199 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR201,OR201,HillOR201,XM_038067029.1,Hermetia illucens,Hill,OR201,OR,XP_037922957.1,XM_038067029.1,Odorant receptor OR201 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR102,OR102,HillOR102,XM_038067235.1,Hermetia illucens,Hill,OR102,OR,XP_037903622.1,XM_038067235.1,Odorant receptor OR102 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR37,OR37,HillOR37,XM_038067740.1,Hermetia illucens,Hill,OR37,OR,XP_037923668.1,XM_038067740.1,Odorant receptor OR37 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR26,OR26,HillOR26,XM_038067742.1,Hermetia illucens,Hill,OR26,OR,XP_037923670.1,XM_038067742.1,Odorant receptor OR26 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR27,OR27,HillOR27,XM_038067743.1,Hermetia illucens,Hill,OR27,OR,XP_037923671.1,XM_038067743.1,Odorant receptor OR27 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR24,OR24,HillOR24,XM_038068010.1,Hermetia illucens,Hill,OR24,OR,XP_037923938.1,XM_038068010.1,Odorant receptor OR24 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR38,OR38,HillOR38,XM_038068018.1,Hermetia illucens,Hill,OR38,OR,XP_037923946.1,XM_038068018.1,Odorant receptor OR38 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR19,OR19,HillOR19,XM_038068172.1,Hermetia illucens,Hill,OR19,OR,XP_037924100.1,XM_038068172.1,Odorant receptor OR19 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR35,OR35,HillOR35,XM_038068173.1,Hermetia illucens,Hill,OR35,OR,XP_037924101.1,XM_038068173.1,Odorant receptor OR35 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR43,OR43,HillOR43,XM_038068174.1,Hermetia illucens,Hill,OR43,OR,XP_037924102.1,XM_038068174.1,Odorant receptor OR43 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR49,OR49,HillOR49,XM_038068175.1,Hermetia illucens,Hill,OR49,OR,XP_037924103.1,XM_038068175.1,Odorant receptor OR49 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR16,OR16,HillOR16,XM_038068406.1,Hermetia illucens,Hill,OR16,OR,XP_037924334.1,XM_038068406.1,Odorant receptor OR16 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR59,OR59,HillOR59,XM_038068407.1,Hermetia illucens,Hill,OR59,OR,XP_037924335.1,XM_038068407.1,Odorant receptor OR59 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR29,OR29,HillOR29,XM_038069014.1,Hermetia illucens,Hill,OR29,OR,XP_037924942.1,XM_038069014.1,Odorant receptor OR29 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR45,OR45,HillOR45,XM_038069015.1,Hermetia illucens,Hill,OR45,OR,XP_037924943.1,XM_038069015.1,Odorant receptor OR45 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR44,OR44,HillOR44,XM_038069016.1,Hermetia illucens,Hill,OR44,OR,XP_037924944.1,XM_038069016.1,Odorant receptor OR44 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR120,OR120,HillOR120,XM_038069017.1,Hermetia illucens,Hill,OR120,OR,XP_037924945.1,XM_038069017.1,Odorant receptor OR120 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR136,OR136,HillOR136,XM_038070392.1,Hermetia illucens,Hill,OR136,OR,XP_037902559.1,XM_038070392.1,Odorant receptor OR136 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR133,OR133,HillOR133,XM_038070530.1,Hermetia illucens,Hill,OR133,OR,XP_037902559.1,XM_038070530.1,Odorant receptor OR133 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR179,OR179,HillOR179,XM_038070566.1,Hermetia illucens,Hill,OR179,OR,XP_037926494.1,XM_038070566.1,Odorant receptor OR179 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR134,OR134,HillOR134,XM_038070882.1,Hermetia illucens,Hill,OR134,OR,XP_037902559.1,XM_038070882.1,Odorant receptor OR134 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR180,OR180,HillOR180,XM_038070993.1,Hermetia illucens,Hill,OR180,OR,XP_037926921.1,XM_038070993.1,Odorant receptor OR180 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR175,OR175,HillOR175,XM_038071199.1,Hermetia illucens,Hill,OR175,OR,XP_037927127.1,XM_038071199.1,Odorant receptor OR175 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR181,OR181,HillOR181,XM_038071202.1,Hermetia illucens,Hill,OR181,OR,XP_037902460.1,XM_038071202.1,Odorant receptor OR181 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
BdorLUSH,BdorLUSH,,,Bactrocera dorsalis,Bdor,LUSH,OR,QKN21423.1,QKN21423.1,odorant-binding protein [Bactrocera dorsalis],NCBI (Bactrocera dorsalis)
